Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
C C V,,Ammonia 2.0,1.2282,mg N/L,0.597401,Sun Aug 24 23:32:01 2025,1,1
C C B ,,Ammonia 2.0,0.1593,mg N/L,0.144923,Sun Aug 24 23:34:00 2025,1,1
90,,Ammonia 2.0,0.7243,mg N/L,0.384106,Sun Aug 24 23:35:59 2025,1,1
91,,Ammonia 2.0,0.4144,mg N/L,0.252905,Sun Aug 24 23:37:58 2025,1,1
92,,Ammonia 2.0,0.9914,mg N/L,0.497146,Sun Aug 24 23:39:59 2025,1,1
93,,Ammonia 2.0,0.6834,mg N/L,0.366775,Sun Aug 24 23:41:59 2025,1,1
94,,Ammonia 2.0,1.0967,mg N/L,0.541724,Sun Aug 24 23:43:38 2025,1,1
95,,Ammonia 2.0,1.0393,mg N/L,0.517434,Sun Aug 24 23:45:17 2025,1,1
96,,Ammonia 2.0,1.6719,mg N/L,0.785226,Sun Aug 24 23:47:58 2025,1,1
97,,Ammonia 2.0,0.6552,mg N/L,0.354839,Sun Aug 24 23:51:50 2025,1,1
61-DUP,,Ammonia 2.0,1.1162,mg N/L,0.549984,Sun Aug 24 23:55:43 2025,1,1
C C V,,Ammonia 2.0,1.206,mg N/L,0.588004,Sun Aug 24 23:59:36 2025,1,1
C C B ,,Ammonia 2.0,0.1821,mg N/L,0.154559,Mon Aug 25 00:03:28 2025,1,1
