Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
C C B ,,Nitrate 2,-0.0183,mg N/L,0.012824,Thu Sep 04 23:06:00 2025,1,1
227,,Ammonia 2.0,1.5687,mg N/L,0.740714,Thu Sep 04 21:16:54 2025,1,1
227,,Nitrate 2,0.1036,mg N/L,0.042893,Thu Sep 04 23:08:04 2025,1,1
228,,Ammonia 2.0,0.5316,mg N/L,0.298269,Thu Sep 04 21:18:53 2025,1,1
228,,Nitrate 2,0.7433,mg N/L,0.200752,Thu Sep 04 23:10:08 2025,1,1
229,,Ammonia 2.0,0.4528,mg N/L,0.26463,Thu Sep 04 21:20:51 2025,1,1
229,,Nitrate 2,0.1071,mg N/L,0.043762,Thu Sep 04 23:12:13 2025,1,1
230,,Ammonia 2.0,0.3892,mg N/L,0.237516,Thu Sep 04 21:22:52 2025,1,1
230,,Nitrate 2,0.1106,mg N/L,0.044633,Thu Sep 04 23:14:16 2025,1,1
231,,Ammonia 2.0,0.1402,mg N/L,0.131286,Thu Sep 04 21:24:52 2025,1,1
231,,Nitrate 2,0.0495,mg N/L,0.02954,Thu Sep 04 23:16:19 2025,1,1
232,,Ammonia 2.0,0.5288,mg N/L,0.297063,Thu Sep 04 21:26:50 2025,1,1
232,,Nitrate 2,0.1225,mg N/L,0.047568,Thu Sep 04 23:18:22 2025,1,1
233,,Ammonia 2.0,0.8881,mg N/L,0.450353,Thu Sep 04 21:28:48 2025,1,1
233,,Nitrate 2,0.0477,mg N/L,0.029105,Thu Sep 04 23:20:25 2025,1,1
234,,Ammonia 2.0,0.4057,mg N/L,0.244565,Thu Sep 04 21:30:46 2025,1,1
234,,Nitrate 2,0.0569,mg N/L,0.031378,Thu Sep 04 23:22:28 2025,1,1
235,,Ammonia 2.0,0.5094,mg N/L,0.28878,Thu Sep 04 21:32:44 2025,1,1
235,,Nitrate 2,0.0168,mg N/L,0.021485,Thu Sep 04 23:24:31 2025,1,1
236,,Ammonia 2.0,0.3532,mg N/L,0.222144,Thu Sep 04 21:34:42 2025,1,1
236,,Nitrate 2,0.1084,mg N/L,0.044088,Thu Sep 04 23:26:34 2025,1,1
C C V,,Ammonia 2.0,0.9711,mg N/L,0.48575,Thu Sep 04 21:36:41 2025,1,1
C C V,,Nitrate 2,1.0844,mg N/L,0.284906,Thu Sep 04 23:28:37 2025,1,1
C C B ,,Ammonia 2.0,-0.0509,mg N/L,0.049751,Thu Sep 04 21:38:39 2025,1,1
C C B ,,Nitrate 2,-0.0177,mg N/L,0.012968,Thu Sep 04 23:30:40 2025,1,1
237,,Ammonia 2.0,0.8452,mg N/L,0.432034,Thu Sep 04 21:40:38 2025,1,1
237,,Nitrate 2,0.0542,mg N/L,0.030714,Thu Sep 04 23:32:43 2025,1,1
238,,Ammonia 2.0,1.1179,mg N/L,0.548379,Thu Sep 04 21:42:36 2025,1,1
238,,Nitrate 2,0.0517,mg N/L,0.030097,Thu Sep 04 23:34:48 2025,1,1
239,,Ammonia 2.0,0.3353,mg N/L,0.214522,Thu Sep 04 21:44:35 2025,1,1
239,,Nitrate 2,0.2514,mg N/L,0.079361,Thu Sep 04 23:36:52 2025,1,1
240,,Ammonia 2.0,0.3576,mg N/L,0.224045,Thu Sep 04 21:46:36 2025,1,1
240,,Nitrate 2,0.0583,mg N/L,0.03171,Thu Sep 04 23:37:46 2025,1,1
241,,Ammonia 2.0,0.8307,mg N/L,0.425856,Thu Sep 04 21:48:36 2025,1,1
241,,Nitrate 2,0.0531,mg N/L,0.030443,Thu Sep 04 23:38:41 2025,1,1
242,,Ammonia 2.0,0.0962,mg N/L,0.112514,Thu Sep 04 21:50:15 2025,1,1
242,,Nitrate 2,0.0389,mg N/L,0.026933,Thu Sep 04 23:39:36 2025,1,1
243,,Ammonia 2.0,0.5076,mg N/L,0.288004,Thu Sep 04 21:51:53 2025,1,1
243,,Nitrate 2,0.1116,mg N/L,0.044866,Fri Sep 05 06:49:04 2025,1,1
244,,Ammonia 2.0,0.1508,mg N/L,0.135808,Thu Sep 04 21:54:35 2025,1,1
244,,Nitrate 2,0.0153,mg N/L,0.021102,Fri Sep 05 06:49:58 2025,1,1
245,,Ammonia 2.0,0.4047,mg N/L,0.244107,Thu Sep 04 21:58:27 2025,1,1
245,,Nitrate 2,0.1238,mg N/L,0.047881,Fri Sep 05 06:50:53 2025,1,1
C C V,,Ammonia 2.0,0.9492,mg N/L,0.476419,Thu Sep 04 22:06:04 2025,1,1
C C V,,Nitrate 2,1.0634,mg N/L,1.02951,Thu Sep 04 23:44:08 2025,1,1
C C B ,,Ammonia 2.0,-0.0426,mg N/L,0.05331,Thu Sep 04 22:09:52 2025,1,1
C C B ,,Nitrate 2,-0.0187,mg N/L,1.191119,Thu Sep 04 23:45:03 2025,1,1
