Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
124,,bray-p 1,0.9774,mgP/L,0.307506,Thu Jul 10 17:13:11 2025,1,1
125,,bray-p 1,1.37,mgP/L,0.146261,Thu Jul 10 18:43:38 2025,1,3
126,,bray-p 1,0.9619,mgP/L,0.302687,Thu Jul 10 17:15:46 2025,1,1
127,,bray-p 1,0.9417,mgP/L,0.296459,Thu Jul 10 17:17:03 2025,1,1
128,,bray-p 1,0.9461,mgP/L,0.297815,Thu Jul 10 17:18:21 2025,1,1
129,,bray-p 1,1.0281,mgP/L,0.110981,Thu Jul 10 18:44:31 2025,1,3
130,,bray-p 1,1.1947,mgP/L,0.128174,Thu Jul 10 18:45:25 2025,1,3
C C V,,bray-p 1,0.5375,mgP/L,0.171283,Thu Jul 10 17:22:11 2025,1,1
C C B ,,bray-p 1,-0.0018,mgP/L,0.004299,Thu Jul 10 17:23:32 2025,1,1
131,,bray-p 1,0.9372,mgP/L,0.295057,Thu Jul 10 17:24:51 2025,1,1
132,,bray-p 1,0.8825,mgP/L,0.278112,Thu Jul 10 17:26:08 2025,1,1
133,,bray-p 1,0.8698,mgP/L,0.274192,Thu Jul 10 17:27:25 2025,1,1
134,,bray-p 1,0.9176,mgP/L,0.288993,Thu Jul 10 17:28:41 2025,1,1
111,,bray-p 1,0.912,mgP/L,0.28725,Thu Jul 10 17:29:58 2025,1,1
135,,bray-p 1,0.8662,mgP/L,0.27306,Thu Jul 10 17:31:14 2025,1,1
136,,bray-p 1,0.8575,mgP/L,0.270371,Thu Jul 10 17:32:31 2025,1,1
137,,bray-p 1,0.9645,mgP/L,0.303519,Thu Jul 10 17:33:49 2025,1,1
138,,bray-p 1,0.9025,mgP/L,0.284305,Thu Jul 10 17:35:06 2025,1,1
139,,bray-p 1,0.8995,mgP/L,0.283381,Thu Jul 10 17:36:23 2025,1,1
C C V,,bray-p 1,0.5351,mgP/L,0.17054,Thu Jul 10 17:37:40 2025,1,1
C C B ,,bray-p 1,-0.0019,mgP/L,0.004277,Thu Jul 10 17:39:01 2025,1,1
140,,bray-p 1,0.884,mgP/L,0.278566,Thu Jul 10 17:40:20 2025,1,1
141,,bray-p 1,1.0551,mgP/L,0.113768,Thu Jul 10 18:46:18 2025,1,3
142,,bray-p 1,0.9873,mgP/L,0.310559,Thu Jul 10 17:42:55 2025,1,1
143,,bray-p 1,0.9518,mgP/L,0.299587,Thu Jul 10 17:44:12 2025,1,1
144,,bray-p 1,0.8925,mgP/L,0.281227,Thu Jul 10 17:45:29 2025,1,1
145,,bray-p 1,0.9165,mgP/L,0.288654,Thu Jul 10 17:46:46 2025,1,1
146,,bray-p 1,0.9724,mgP/L,0.305964,Thu Jul 10 17:48:03 2025,1,1
147,,bray-p 1,0.8808,mgP/L,0.277604,Thu Jul 10 17:49:21 2025,1,1
148,,bray-p 1,0.9916,mgP/L,0.311906,Thu Jul 10 17:50:38 2025,1,1
149,,bray-p 1,0.8727,mgP/L,0.275082,Thu Jul 10 17:51:56 2025,1,1
C C V,,bray-p 1,0.5338,mgP/L,0.170157,Thu Jul 10 17:53:14 2025,1,1
C C B ,,bray-p 1,-0.0015,mgP/L,0.004391,Thu Jul 10 17:54:34 2025,1,1
150,,bray-p 1,1.2009,mgP/L,0.128811,Thu Jul 10 18:48:59 2025,1,3
151,,bray-p 1,0.5728,mgP/L,0.182225,Thu Jul 10 17:57:12 2025,1,1
152,,bray-p 1,0.2752,mgP/L,0.090079,Thu Jul 10 17:58:30 2025,1,1
153,,bray-p 1,0.2222,mgP/L,0.07366,Thu Jul 10 17:59:48 2025,1,1
154,,bray-p 1,0.3352,mgP/L,0.108666,Thu Jul 10 18:01:06 2025,1,1
155,,bray-p 1,0.2338,mgP/L,0.077273,Thu Jul 10 18:02:24 2025,1,1
156,,bray-p 1,0.1982,mgP/L,0.066223,Thu Jul 10 18:03:42 2025,1,1
157,,bray-p 1,0.207,mgP/L,0.068971,Thu Jul 10 18:05:02 2025,1,1
158,,bray-p 1,0.5444,mgP/L,0.173426,Thu Jul 10 18:06:21 2025,1,1
159,,bray-p 1,0.3552,mgP/L,0.114848,Thu Jul 10 18:07:18 2025,1,1
C C V,,bray-p 1,0.5401,mgP/L,0.17211,Thu Jul 10 18:08:20 2025,1,1
C C B ,,bray-p 1,-0.001,mgP/L,0.004558,Thu Jul 10 18:09:13 2025,1,1
160,,bray-p 1,0.4425,mgP/L,0.141882,Thu Jul 10 18:10:07 2025,1,1
161,,bray-p 1,0.3783,mgP/L,0.122004,Thu Jul 10 18:11:00 2025,1,1
162,,bray-p 1,0.2609,mgP/L,0.085641,Thu Jul 10 18:11:53 2025,1,1
163,,bray-p 1,0.1693,mgP/L,0.057299,Thu Jul 10 18:12:46 2025,1,1
164,,bray-p 1,0.2939,mgP/L,0.095857,Thu Jul 10 18:13:39 2025,1,1
111,,bray-p 1,0.9263,mgP/L,0.291669,Thu Jul 10 18:14:33 2025,1,1
CCV,,bray-p 1,0.5359,mgP/L,0.170806,Thu Jul 10 18:47:11 2025,1,1
CCB,,bray-p 1,-0.0016,mgP/L,0.00438,Thu Jul 10 18:48:05 2025,1,1
CCV,,bray-p 1,0.5308,mgP/L,0.169233,Thu Jul 10 18:49:52 2025,1,1
CCB,,bray-p 1,-0.0007,mgP/L,0.00465,Thu Jul 10 18:50:46 2025,1,1
