Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
273,,bray-p 1,0.2003,mgP/L,0.066888,Thu Jul 10 23:07:59 2025,1,1
274,,bray-p 1,0.2046,mgP/L,0.068229,Thu Jul 10 23:09:15 2025,1,1
275,,bray-p 1,0.1668,mgP/L,0.056527,Thu Jul 10 23:10:32 2025,1,1
251,,bray-p 1,0.2139,mgP/L,0.071099,Thu Jul 10 23:11:49 2025,1,1
276,,bray-p 1,0.2177,mgP/L,0.072274,Thu Jul 10 23:13:06 2025,1,1
277,,bray-p 1,0.1482,mgP/L,0.050763,Thu Jul 10 23:14:23 2025,1,1
278,,bray-p 1,0.1968,mgP/L,0.065795,Thu Jul 10 23:15:40 2025,1,1
279,,bray-p 1,0.2155,mgP/L,0.071608,Thu Jul 10 23:16:57 2025,1,1
C C V,,bray-p 1,0.5267,mgP/L,0.167965,Thu Jul 10 23:18:14 2025,1,1
C C B ,,bray-p 1,0.0013,mgP/L,0.005258,Thu Jul 10 23:19:34 2025,1,1
280,,bray-p 1,0.1528,mgP/L,0.052176,Thu Jul 10 23:20:54 2025,1,1
281,,bray-p 1,0.2771,mgP/L,0.090652,Thu Jul 10 23:22:11 2025,1,1
282,,bray-p 1,0.2237,mgP/L,0.07412,Thu Jul 10 23:23:28 2025,1,1
283,,bray-p 1,0.261,mgP/L,0.085677,Thu Jul 10 23:24:45 2025,1,1
284,,bray-p 1,0.2351,mgP/L,0.077662,Thu Jul 10 23:26:03 2025,1,1
285,,bray-p 1,0.169,mgP/L,0.057198,Thu Jul 10 23:27:20 2025,1,1
286,,bray-p 1,0.1614,mgP/L,0.05484,Thu Jul 10 23:28:38 2025,1,1
287,,bray-p 1,0.1645,mgP/L,0.055787,Thu Jul 10 23:29:56 2025,1,1
288,,bray-p 1,0.4378,mgP/L,0.140433,Thu Jul 10 23:31:13 2025,1,1
289,,bray-p 1,0.168,mgP/L,0.056876,Thu Jul 10 23:32:31 2025,1,1
C C V,,bray-p 1,0.5377,mgP/L,0.171347,Thu Jul 10 23:33:52 2025,1,1
C C B ,,bray-p 1,0.0006,mgP/L,0.005043,Thu Jul 10 23:35:11 2025,1,1
290,,bray-p 1,0.1875,mgP/L,0.062932,Thu Jul 10 23:36:09 2025,1,1
291,,bray-p 1,0.1599,mgP/L,0.054382,Thu Jul 10 23:37:10 2025,1,1
292,,bray-p 1,0.1056,mgP/L,0.037557,Thu Jul 10 23:38:03 2025,1,1
293,,bray-p 1,0.265,mgP/L,0.086925,Thu Jul 10 23:38:56 2025,1,1
294,,bray-p 1,0.3497,mgP/L,0.113152,Thu Jul 10 23:39:50 2025,1,1
295,,bray-p 1,0.3146,mgP/L,0.102278,Thu Jul 10 23:40:43 2025,1,1
296,,bray-p 1,0.2349,mgP/L,0.077612,Thu Jul 10 23:41:36 2025,1,1
297,,bray-p 1,0.2219,mgP/L,0.073581,Thu Jul 10 23:42:29 2025,1,1
251,,bray-p 1,0.2168,mgP/L,0.071986,Thu Jul 10 23:43:22 2025,1,1
C C V,,bray-p 1,0.5332,mgP/L,0.169969,Thu Jul 10 23:44:16 2025,1,1
C C B ,,bray-p 1,0.0022,mgP/L,0.00554,Thu Jul 10 23:45:09 2025,1,1
CCV,,bray-p 1,0.5314,mgP/L,0.169392,Fri Jul 11 00:02:49 2025,1,1
CCB,,bray-p 1,0.0003,mgP/L,0.004971,Fri Jul 11 00:03:43 2025,1,1
