Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
269,,Nitrate 2,0.0864,mg N/L,0.033835,Thu Aug 28 23:43:25 2025,1,1
270,,Nitrate 2,0.1224,mg N/L,0.042219,Thu Aug 28 23:47:31 2025,1,1
271,,Nitrate 2,0.0667,mg N/L,0.029233,Thu Aug 28 23:49:33 2025,1,1
272,,Nitrate 2,0.0516,mg N/L,0.025699,Thu Aug 28 23:51:36 2025,1,1
273,,Nitrate 2,0.2231,mg N/L,0.065736,Thu Aug 28 23:53:38 2025,1,1
274,,Nitrate 2,0.073,mg N/L,0.030697,Thu Aug 28 23:55:41 2025,1,1
C C V,,Nitrate 2,1.0427,mg N/L,0.257052,Thu Aug 28 23:57:43 2025,1,1
C C B ,,Nitrate 2,-0.0008,mg N/L,0.013478,Thu Aug 28 23:59:46 2025,1,1
275,,Nitrate 2,0.067,mg N/L,0.029293,Fri Aug 29 00:01:49 2025,1,1
276,,Nitrate 2,0.1174,mg N/L,0.041068,Fri Aug 29 00:03:54 2025,1,1
277,,Nitrate 2,0.327,mg N/L,0.089999,Fri Aug 29 00:05:58 2025,1,1
278,,Nitrate 2,0.0734,mg N/L,0.030786,Fri Aug 29 00:08:01 2025,1,1
279,,Nitrate 2,0.3767,mg N/L,0.101591,Fri Aug 29 00:10:03 2025,1,1
280,,Nitrate 2,0.0709,mg N/L,0.030218,Fri Aug 29 00:12:05 2025,1,1
281,,Nitrate 2,0.0734,mg N/L,0.030786,Fri Aug 29 00:14:07 2025,1,1
282,,Nitrate 2,0.0695,mg N/L,0.02989,Fri Aug 29 00:16:10 2025,1,1
283,,Nitrate 2,0.1466,mg N/L,0.047878,Fri Aug 29 00:18:12 2025,1,1
284,,Nitrate 2,0.0776,mg N/L,0.03176,Fri Aug 29 00:20:14 2025,1,1
C C V,,Nitrate 2,1.0257,mg N/L,0.253089,Fri Aug 29 00:22:17 2025,1,1
C C B ,,Nitrate 2,0.0001,mg N/L,0.013679,Fri Aug 29 00:24:20 2025,1,1
285,,Nitrate 2,0.0773,mg N/L,0.0317,Fri Aug 29 00:26:23 2025,1,1
286,,Nitrate 2,0.1887,mg N/L,0.057717,Fri Aug 29 00:28:28 2025,1,1
287,,Nitrate 2,0.1134,mg N/L,0.040119,Fri Aug 29 00:30:32 2025,1,1
288,,Nitrate 2,0.1821,mg N/L,0.05616,Fri Aug 29 00:32:35 2025,1,1
289,,Nitrate 2,0.0361,mg N/L,0.022075,Fri Aug 29 00:34:37 2025,1,1
290,,Nitrate 2,0.0408,mg N/L,0.023177,Fri Aug 29 00:36:40 2025,1,1
291,,Nitrate 2,0.0205,mg N/L,0.018439,Fri Aug 29 00:38:42 2025,1,1
292,,Nitrate 2,0.0466,mg N/L,0.024547,Fri Aug 29 00:40:45 2025,1,1
293,,Nitrate 2,0.0523,mg N/L,0.025861,Fri Aug 29 00:42:48 2025,1,1
294,,Nitrate 2,0.0341,mg N/L,0.021621,Fri Aug 29 00:44:50 2025,1,1
C C V,,Nitrate 2,0.9974,mg N/L,0.246474,Fri Aug 29 00:46:55 2025,1,1
C C B ,,Nitrate 2,0.0001,mg N/L,0.013679,Fri Aug 29 00:49:00 2025,1,1
295,,Nitrate 2,0.0472,mg N/L,0.024679,Fri Aug 29 00:49:56 2025,1,1
296,,Nitrate 2,0.0221,mg N/L,0.018817,Fri Aug 29 00:50:50 2025,1,1
297,,Nitrate 2,0.0263,mg N/L,0.019793,Fri Aug 29 00:51:45 2025,1,1
298,,Nitrate 2,0.0851,mg N/L,0.033534,Fri Aug 29 00:52:39 2025,1,1
299,,Nitrate 2,0.0385,mg N/L,0.022633,Fri Aug 29 00:53:34 2025,1,1
300,,Nitrate 2,0.0417,mg N/L,0.023383,Fri Aug 29 00:54:28 2025,1,1
C C V,,Nitrate 2,0.9997,mg N/L,0.247015,Fri Aug 29 00:56:17 2025,1,1
C C B ,,Nitrate 2,-0.0022,mg N/L,0.013133,Fri Aug 29 00:57:13 2025,1,1
