Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
269,,Ammonia 2.0,0.2709,mg N/L,0.195772,Sun Aug 31 20:55:11 2025,1,1
246-DUP,,Ammonia 2.0,0.1269,mg N/L,0.130505,Sun Aug 31 23:34:07 2025,1,1
270,,Ammonia 2.0,0.7399,mg N/L,0.408361,Sun Aug 31 20:59:10 2025,1,1
271,,Ammonia 2.0,0.2304,mg N/L,0.177439,Sun Aug 31 21:01:08 2025,1,1
272,,Ammonia 2.0,0.2708,mg N/L,0.195758,Sun Aug 31 21:03:06 2025,1,1
273,,Ammonia 2.0,0.328,mg N/L,0.221668,Sun Aug 31 21:05:05 2025,1,1
274,,Ammonia 2.0,0.249,mg N/L,0.185872,Sun Aug 31 21:07:03 2025,1,1
C C V,,Ammonia 2.0,1.0537,mg N/L,0.550568,Sun Aug 31 23:36:08 2025,1,1
C C B ,,Ammonia 2.0,-0.0626,mg N/L,0.044624,Sun Aug 31 23:38:09 2025,1,1
275,,Ammonia 2.0,0.3831,mg N/L,0.246632,Sun Aug 31 21:12:59 2025,1,1
276,,Ammonia 2.0,0.3413,mg N/L,0.227687,Sun Aug 31 21:14:58 2025,1,1
277,,Ammonia 2.0,0.4323,mg N/L,0.268949,Sun Aug 31 21:16:56 2025,1,1
278,,Ammonia 2.0,0.0835,mg N/L,0.110845,Sun Aug 31 21:18:57 2025,1,1
279,,Ammonia 2.0,0.2273,mg N/L,0.176028,Sun Aug 31 21:20:58 2025,1,1
280,,Ammonia 2.0,0.1028,mg N/L,0.119593,Sun Aug 31 21:22:56 2025,1,1
281,,Ammonia 2.0,0.3295,mg N/L,0.222331,Sun Aug 31 21:24:55 2025,1,1
282,,Ammonia 2.0,0.3739,mg N/L,0.242472,Sun Aug 31 21:26:54 2025,1,1
283,,Ammonia 2.0,0.6269,mg N/L,0.357142,Sun Aug 31 21:28:53 2025,1,1
284,,Ammonia 2.0,0.6019,mg N/L,0.345814,Sun Aug 31 21:30:51 2025,1,1
C C V,,Ammonia 2.0,0.9308,mg N/L,0.658037,Mon Sep 01 00:16:10 2025,1,1
C C B ,,Ammonia 2.0,-0.0589,mg N/L,0.046287,Sun Aug 31 23:41:27 2025,1,1
285,,Ammonia 2.0,0.1802,mg N/L,0.154683,Sun Aug 31 21:36:50 2025,1,1
286,,Ammonia 2.0,0.2275,mg N/L,0.176117,Sun Aug 31 21:38:49 2025,1,1
287,,Ammonia 2.0,0.1018,mg N/L,0.119148,Sun Aug 31 21:40:48 2025,1,1
288,,Ammonia 2.0,0.7027,mg N/L,0.39149,Sun Aug 31 21:42:49 2025,1,1
289,,Ammonia 2.0,0.0832,mg N/L,0.110736,Sun Aug 31 21:44:50 2025,1,1
290,,Ammonia 2.0,0.1039,mg N/L,0.120106,Sun Aug 31 21:46:49 2025,1,1
291,,Ammonia 2.0,0.2761,mg N/L,0.198142,Sun Aug 31 21:48:49 2025,1,1
292,,Ammonia 2.0,0.0422,mg N/L,0.09212,Sun Aug 31 21:50:48 2025,1,1
293,,Ammonia 2.0,0.2105,mg N/L,0.168417,Sun Aug 31 21:52:47 2025,1,1
294,,Ammonia 2.0,0.0296,mg N/L,0.086404,Sun Aug 31 21:54:47 2025,1,1
C C V,,Ammonia 2.0,0.9557,mg N/L,0.506172,Mon Sep 01 00:17:49 2025,1,1
C C B ,,Ammonia 2.0,-0.0569,mg N/L,0.047201,Sun Aug 31 23:44:45 2025,1,1
295,,Ammonia 2.0,0.0327,mg N/L,0.087831,Sun Aug 31 22:00:47 2025,1,1
296,,Ammonia 2.0,0.1619,mg N/L,0.146379,Sun Aug 31 22:02:48 2025,1,1
297,,Ammonia 2.0,0.4985,mg N/L,0.298928,Sun Aug 31 22:04:27 2025,1,1
298,,Ammonia 2.0,0.0214,mg N/L,0.082683,Sun Aug 31 22:06:05 2025,1,1
299,,Ammonia 2.0,0.0153,mg N/L,0.079949,Sun Aug 31 22:07:44 2025,1,1
300,,Ammonia 2.0,0.0212,mg N/L,0.082611,Sun Aug 31 22:09:22 2025,1,1
246-DUP,,Ammonia 2.0,0.1271,mg N/L,0.130608,Sun Aug 31 23:46:25 2025,1,1
C C V,,Ammonia 2.0,0.9363,mg N/L,0.49736,Mon Sep 01 00:19:28 2025,1,1
C C B ,,Ammonia 2.0,-0.0591,mg N/L,0.046231,Sun Aug 31 23:49:43 2025,1,1
